"","x"
"1",0.994138630154842
"2",1.00105426863971
"3",0.984376462685078
"4",0.996474711274513
"5",1.00496303682063
"6",1.00377043684222
"7",1.00215524825389
"8",0.9935134263614
"9",1.00244011727699
"10",1.00360541320962
"11",0.992253658940929
"12",0.996545075896511
"13",1.01095637941125
"14",1.00556584721598
"15",0.988395189916247
"16",0.990807384392941
"17",0.994671698726667
"18",0.998327140151729
"19",0.99498900204855
"20",0.993591393705301
"21",0.991514424802013
"22",1.0048528430687
"23",0.991121801051882
"24",1.01334228626453
"25",1.0307549706103
"26",1.0002267962283
"27",1.00289930382265
"28",1.00300028303892
"29",1.01791221528586
"30",1.00812992083638
"31",0.995187085773294
"32",0.998437065129765
"33",0.99593115815014
"34",0.983837414281451
"35",0.988867021783176
"36",1.00570525048432
"37",1.00704774582817
"38",1.00570608291105
"39",0.997523623538523
"40",0.997445742935382
"41",1.00890181970684
"42",1.00055745460753
"43",0.99851027774111
"44",0.995353080516778
"45",0.993403675255478
"46",0.991607644030704
"47",0.999106500795199
"48",0.972942225398343
"49",0.9955876806233
"50",0.998451767486858
"51",1.0002018401947
"52",0.998969445098652
"53",1.00462551004505
"54",1.01727676378315
"55",1.00119832617903
"56",1.00028254687597
"57",0.994919631401631
"58",1.00493606598164
"59",1.00182068050373
"60",0.990979954996384
"61",1.00879972234977
"62",1.00133353036224
"63",0.986291695778368
"64",0.994758218440875
"65",0.996599101394994
"66",0.986017437036197
"67",0.989261865734691
"68",0.999981596678408
"69",1.00302921769714
"70",0.990885705353411
"71",0.99077528338207
"72",0.99317700377377
"73",1.00813229043074
"74",0.996544196086595
"75",1.00851492395317
"76",1.00852380580333
"77",1.00460642922926
"78",1.00176084465089
"79",0.988000271515295
"80",0.984841917156435
"81",0.998574518290194
"82",0.998439984011445
"83",1.00178268901388
"84",1.00443232289346
"85",0.999093069120094
"86",1.01343332095073
"87",1.01359436324588
"88",1.00128469721735
"89",1.00930900563418
"90",1.01083091288907
"91",1.00631028132798
"92",1.01382576425405
"93",1.01282446391164
"94",1.00454896628732
"95",0.999801068779612
"96",1.01103161385084
"97",1.00382800914189
"98",0.99476002442606
"99",1.00136232065416
"100",0.979286207974148
"101",0.995580369652833
"102",0.997057334049139
"103",1.01045120178813
"104",1.00520730650508
"105",0.995267469692645
"106",0.998324744407539
"107",1.00243150262455
"108",1.00847706472114
"109",0.99439931176895
"110",0.986004467178537
"111",1.00293774744854
"112",0.996351388750738
"113",1.00097451157319
"114",1.00053926798091
"115",1.00363386256362
"116",0.993465522188095
"117",0.99693340354374
"118",0.992489817360819
"119",1.00093014281322
"120",1.00120216754135
"121",0.991475724693006
"122",0.990467705328765
"123",1.00296753735761
"124",0.99411757127726
"125",0.988288993964915
"126",0.999778095799817
"127",1.00522737723364
"128",1.01543254102036
"129",0.988119466731016
"130",1.0058984088072
"131",0.99762738999249
"132",1.0044119518854
"133",1.01961784053268
"134",1.02132662468981
"135",1.00802806519944
"136",1.0202577765966
"137",1.00160313120192
"138",0.998338947256329
"139",0.999477524680395
"140",1.00353761149037
"141",1.01178380716997
"142",0.994407243629114
"143",0.988716876572766
"144",0.996999894674328
"145",0.994475979715222
"146",0.995157660892713
"147",0.994821578839471
"148",0.983140754910204
"149",1.00635807811383
"150",0.990072329790766
"151",1.02247391474879
"152",1.00294683923909
"153",0.999149768637714
"154",1.00603345672546
"155",1.00057053358736
"156",0.993463831618864
"157",0.989217395096481
"158",1.00392394310194
"159",1.02213075083619
"160",1.00308364881184
"161",1.00396617033624
"162",0.997024996623237
"163",1.00627648511821
"164",0.9927280110856
"165",1.01019517832675
"166",1.00016300713665
"167",1.00171005633519
"168",1.00634521971313
"169",1.00163446918249
"170",1.00538720234536
"171",1.01092845616733
"172",1.01450863426553
"173",0.999479868878637
"174",0.995822529035194
"175",0.992253547687318
"176",1.00456572798734
"177",0.998639595720432
"178",1.00674115199684
"179",0.999398551638938
"180",0.994958231042309
"181",1.00685917356146
"182",0.992123501376174
"183",1.00223267496889
"184",1.01656313012894
"185",1.00808023935739
"186",0.994620791757375
"187",0.995049254471186
"188",0.987329723449606
"189",0.993668004926525
"190",1.00544219022108
"191",0.997892142286883
"192",1.00170620619594
"193",1.01268096580624
"194",1.01087123907671
"195",1.00669924581524
"196",1.00965788933783
"197",0.998487301368408
"198",1.00159962514898
"199",1.00348362690915
"200",1.0132861465299
"201",1.00143304075831
"202",0.988510020824599
"203",0.999224695326327
"204",1.00382736099618
"205",0.991294990285472
"206",0.982257084316043
"207",0.987685073059122
"208",0.998160382860609
"209",0.999068945675382
"210",0.999065294607194
"211",1.01168686542947
"212",1.0135228037128
"213",1.00177918668722
"214",0.990654002222948
"215",1.00615263688387
"216",0.998915462036259
"217",0.988817629947803
"218",0.988591791051837
"219",0.998883430480851
"220",0.993884290327658
"221",0.988298467319949
"222",1.01175008533546
"223",1.00402180173695
"224",0.993469977040884
"225",1.01613966796932
"226",1.00429383581925
"227",0.994201474426377
"228",1.0037175004626
"229",1.01199329542635
"230",1.00095542278028
"231",1.00509757553252
"232",0.989271447085093
"233",0.989545788045171
"234",1.00564164680463
"235",0.993711150584967
"236",1.0013971501647
"237",0.984700300869503
"238",0.999577226008215
"239",0.997672907372506
"240",0.993431572527025
"241",1.00193238338576
"242",0.987422756068828
"243",0.999143050416042
"244",0.998363487585665
"245",0.988523573835459
"246",0.973344620447666
"247",0.995486345644497
"248",0.979326356886774
"249",0.986319989994608
"250",0.999533322591686
"251",0.996198478988954
"252",0.995931457650168
"253",1.00124724928635
"254",0.99785626463468
"255",1.00299206866429
"256",1.00173013765393
"257",1.01196076049946
"258",0.987454615203465
"259",0.992954370150278
"260",0.995968549768372
"261",0.98104049444962
"262",1.008557660258
"263",1.01092474819156
"264",1.00046502994464
"265",1.00540392870336
"266",0.991348323832874
"267",0.994465446325896
"268",1.00648381706746
"269",1.00177798813831
"270",0.989730920073643
"271",0.997419281494473
"272",0.992671058544389
"273",0.996471131359894
"274",1.0042802363603
"275",1.00556943876818
"276",0.995500078108962
"277",0.987076765885554
"278",0.995170979664884
"279",1.01502618209534
"280",1.00342116641439
"281",1.0116426985166
"282",0.999645110459606
"283",0.999089194344288
"284",1.00124294582697
"285",0.98981010918573
"286",1.01053425669888
"287",0.997486873265105
"288",0.99559044057062
"289",1.00503662990408
"290",0.986244617578953
"291",1.00047066605043
"292",0.993738379367701
"293",0.993140890171596
"294",0.997128187067433
"295",1.00430495430483
"296",0.991568859668737
"297",0.990083669485639
"298",0.979458334001544
"299",1.00065539514066
"300",0.992178143691189
"301",0.986912353187928
"302",0.983733025990271
"303",1.00181278040514
"304",0.996888858609716
"305",1.01161777689847
"306",0.993507469596716
"307",0.995670892282016
"308",0.977787951614525
"309",1.00757434804249
"310",0.980508289461691
"311",0.985901366860805
"312",0.983768064146197
"313",1.00822113092905
"314",0.993210758241826
"315",0.979736382861828
"316",0.989525680977591
"317",1.00464286910779
"318",1.00414254519158
"319",0.997676218498286
"320",0.998803036669422
"321",1.01737835482468
"322",1.00180606294174
"323",0.993960471201346
"324",1.00632114292751
"325",1.01955544009549
"326",1.01290457597423
"327",1.00575343609845
"328",1.00929074323977
"329",1.00539509755453
"330",1.00682704561889
"331",0.996276808543152
"332",1.00912324959779
"333",1.01608641779462
"334",1.00415675794003
"335",1.0099777757805
"336",1.00520277086832
"337",1.01755839859855
"338",0.992905503457919
"339",0.986527527037932
"340",1.01353177595628
"341",1.01397060109659
"342",1.00329242729712
"343",0.993408396058284
"344",0.996236057618549
"345",1.02126009416566
"346",1.01125208742381
"347",0.988198262722925
"348",1.01151742740366
"349",0.999385393294593
"350",0.995469824231215
"351",1.00002161252149
"352",0.995906874147646
"353",0.9932585060443
"354",0.993303556584981
"355",1.00038388630864
"356",1.00542994727701
"357",1.00297967699511
"358",0.992083173208966
"359",0.995785105866194
"360",1.00092738601699
"361",1.00514239656131
"362",1.0085908738734
"363",1.00211540514315
"364",0.990789336164192
"365",0.997016986071878
"366",1.01394934839272
"367",0.986525613373347
"368",1.00735941039128
"369",0.999589646012257
"370",0.99411065532472
"371",0.989099591684279
"372",1.00109957670915
"373",0.985878148633523
"374",0.997451738733962
"375",1.00926527108744
"376",1.00831375437254
"377",0.991524444681393
"378",1.00508764238116
"379",0.992862595374446
"380",1.00527120135187
"381",0.997953740281564
"382",0.988561394883739
"383",0.990602943183584
"384",0.999431293544055
"385",1.02202057432183
"386",1.00851758704109
"387",0.97415771564635
"388",1.00889861917775
"389",0.992436165562585
"390",1.00805430210266
"391",0.999687254241983
"392",0.986431482282961
"393",0.998414106304936
"394",0.986092153431784
"395",0.982732207241127
"396",1.00507588398757
"397",0.993328897668578
"398",0.988188998376092
"399",0.998620436191073
"400",0.994661466753747
"401",1.00056144989476
"402",1.0153948282522
"403",1.01284127500937
"404",1.01275265059992
"405",0.996866850296026
"406",1.00395417604104
"407",1.00549868757983
"408",1.00008211027766
"409",0.99843944175522
"410",0.994344369632062
"411",1.02661445085729
"412",1.00669461303874
"413",1.02128013635327
"414",1.01042875549051
"415",1.00829981674936
"416",0.996424950190898
"417",0.9953234162213
"418",0.992037970530063
"419",1.00602776915047
"420",1.00070195087748
"421",0.996860251966489
"422",1.00897164631912
"423",0.991277203430948
"424",1.01505920718873
"425",0.990878523625321
"426",1.01546846120871
"427",0.990630414852242
"428",1.02070005024117
"429",1.00355986077521
"430",0.992218327761024
"431",0.994465265570362
"432",0.991599888582235
"433",0.99960810905765
"434",0.987568964629836
"435",0.999757023886045
"436",0.976395876267369
"437",0.997389641833733
"438",0.99698351379794
"439",0.994958810007007
"440",0.988061360448268
"441",0.985551853705112
"442",1.01655839274752
"443",1.01613490033912
"444",0.996128434050525
"445",1.00368917120365
"446",1.00246898569244
"447",1.00895823684611
"448",1.01323403610464
"449",1.01379072304917
"450",1.02318125735879
"451",0.98407840024978
"452",1.00017252171901
"453",0.995751024420791
"454",1.00108521798614
"455",0.996485864244371
"456",0.997759141653011
"457",0.99523228562639
"458",0.987368762478497
"459",1.00746987192817
"460",0.998848997060721
"461",0.99427120257411
"462",0.99176492266018
"463",0.971516700627173
"464",1.00002571590665
"465",0.99463536378166
"466",0.98850801639335
"467",0.989511719857602
"468",0.978514348570995
"469",0.998869270101877
"470",1.0033904078812
"471",1.00474493137099
"472",1.00069020528454
"473",0.993713807658179
"474",0.995124882968544
"475",0.997091683302354
"476",0.996001088937283
"477",0.99584955236036
"478",1.00040784313154
"479",1.0175442408991
"480",1.00958169969056
"481",1.00162007336276
"482",1.00681280426757
"483",1.00127390377069
"484",0.992036393864894
"485",1.00200263807078
"486",0.991101671217738
"487",0.999552870506347
"488",1.00780997214978
"489",1.00484363757183
"490",0.993096056483823
"491",0.998119812643409
"492",0.991104476389531
